Transaction_ID,Date,Store_Location,Department,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Discount_Percentage,Discounted_Sales,Customer_Segment,Inventory_Level,Restock_Days
WLMRT-00417,12/7/2023,"Phoenix, AZ",Flooring,Hardwood,4,222.86,891.44,0,891.44,DIY Homeowner,412,34
WLMRT-00418,2/10/2023,"Chicago, IL",Home Improvement,Hand Tools,4,109.97,439.88,0,439.88,Renovation Enthusiast,160,38
WLMRT-00419,3/4/2023,"Atlanta, GA",Flooring,Hardwood,5,47.8,239,0,239,Professional Contractor,70,9
WLMRT-00420,6/10/2023,"Dallas, TX",Lighting,Outdoor Lighting,2,192.38,384.76,10,346.28,Renovation Enthusiast,47,25
WLMRT-00421,11/15/2023,"Los Angeles, CA",Flooring,Carpet,3,312.22,936.66,0,936.66,DIY Homeowner,100,14
WLMRT-00422,7/28/2023,"Atlanta, GA",Building Materials,Lumber,6,401.86,2411.16,0,2411.16,Renovation Enthusiast,293,39
WLMRT-00423,5/17/2023,"Chicago, IL",Lighting,Outdoor Lighting,5,211.56,1057.8,0,1057.8,Professional Contractor,197,44
WLMRT-00424,4/24/2023,"Houston, TX",Appliances,Dryers,5,394.15,1970.75,10,1773.68,Professional Contractor,159,17
WLMRT-00425,7/24/2023,"Houston, TX",Appliances,Washers,7,37.53,262.71,0,262.71,Professional Contractor,485,21
WLMRT-00426,1/3/2023,"New York, NY",Home Improvement,Hand Tools,2,210.3,420.6,0,420.6,Professional Contractor,422,11
WLMRT-00427,12/14/2023,"Los Angeles, CA",Home Improvement,Hand Tools,7,363.08,2541.56,5,2414.48,Renovation Enthusiast,300,10
WLMRT-00428,7/15/2023,"Houston, TX",Garden Center,Landscaping Supplies,8,281.16,2249.28,0,2249.28,DIY Homeowner,328,30
WLMRT-00429,11/7/2023,"New York, NY",Home Improvement,Workbenches,7,476.88,3338.16,5,3171.25,Property Manager,186,22
WLMRT-00430,8/1/2023,"Los Angeles, CA",Home Improvement,Power Tools,6,281.15,1686.9,0,1686.9,Renovation Enthusiast,434,11
WLMRT-00431,3/17/2023,"Phoenix, AZ",Appliances,Dishwashers,3,213.11,639.33,5,607.36,Renovation Enthusiast,294,43
WLMRT-00432,6/9/2023,"New York, NY",Paint,Paint Supplies,7,220.51,1543.57,0,1543.57,Renovation Enthusiast,459,43
WLMRT-00433,1/18/2023,"New York, NY",Lighting,Light Fixtures,6,50.94,305.64,0,305.64,DIY Homeowner,425,20
WLMRT-00434,4/25/2023,"Houston, TX",Appliances,Washers,9,113.83,1024.47,0,1024.47,Renovation Enthusiast,256,25
WLMRT-00435,6/1/2023,"Seattle, WA",Lighting,Bulbs,9,213.73,1923.57,10,1731.21,Professional Contractor,204,16
WLMRT-00436,12/20/2023,"Dallas, TX",Plumbing,Pipes,6,291.95,1751.7,0,1751.7,DIY Homeowner,214,35
WLMRT-00437,12/10/2023,"Chicago, IL",Paint,Interior Paint,7,66,462,10,415.8,Professional Contractor,16,7
WLMRT-00438,1/17/2023,"Dallas, TX",Home Improvement,Power Tools,3,284.73,854.19,0,854.19,DIY Homeowner,291,22
WLMRT-00439,6/5/2023,"Atlanta, GA",Home Improvement,Workbenches,8,419.7,3357.6,10,3021.84,DIY Homeowner,434,13
WLMRT-00440,12/5/2023,"Dallas, TX",Lighting,Light Fixtures,9,442.45,3982.05,0,3982.05,Renovation Enthusiast,439,36
WLMRT-00441,5/26/2023,"Dallas, TX",Home Improvement,Workbenches,2,42.82,85.64,0,85.64,Professional Contractor,248,42
WLMRT-00442,4/26/2023,"Atlanta, GA",Paint,Interior Paint,2,193.98,387.96,20,310.37,DIY Homeowner,29,35
WLMRT-00443,8/9/2023,"Dallas, TX",Building Materials,Insulation,3,181.76,545.28,5,518.02,Property Manager,448,10
WLMRT-00444,11/27/2023,"Chicago, IL",Building Materials,Insulation,2,334.23,668.46,0,668.46,DIY Homeowner,168,40
WLMRT-00445,7/26/2023,"Seattle, WA",Garden Center,Plants,4,385.59,1542.36,0,1542.36,Professional Contractor,377,38
WLMRT-00446,7/28/2023,"Dallas, TX",Appliances,Refrigerators,3,314.03,942.09,0,942.09,DIY Homeowner,101,15
WLMRT-00447,8/3/2023,"Phoenix, AZ",Paint,Primers,5,330.53,1652.65,10,1487.39,Property Manager,254,28
WLMRT-00448,11/28/2023,"Chicago, IL",Lighting,Ceiling Fans,6,199.24,1195.44,0,1195.44,Property Manager,49,8
WLMRT-00449,7/23/2023,"Chicago, IL",Lighting,Outdoor Lighting,1,296.49,296.49,0,296.49,Professional Contractor,355,29
WLMRT-00450,8/12/2023,"Atlanta, GA",Appliances,Dishwashers,6,271.29,1627.74,15,1383.58,Renovation Enthusiast,231,7
WLMRT-00451,6/5/2023,"Los Angeles, CA",Lighting,Light Fixtures,4,413.65,1654.6,5,1571.87,Professional Contractor,472,21
WLMRT-00452,10/6/2023,"Phoenix, AZ",Flooring,Laminate,8,53.31,426.48,5,405.16,DIY Homeowner,170,34
WLMRT-00453,6/14/2023,"Phoenix, AZ",Plumbing,Faucets,6,213.47,1280.82,0,1280.82,Property Manager,14,12
WLMRT-00454,7/6/2023,"Seattle, WA",Home Improvement,Workbenches,7,498.12,3486.84,0,3486.84,Professional Contractor,273,17
WLMRT-00455,9/13/2023,"New York, NY",Home Improvement,Workbenches,4,452.52,1810.08,5,1719.58,DIY Homeowner,489,16
WLMRT-00456,12/13/2023,"Dallas, TX",Building Materials,Insulation,1,480.97,480.97,0,480.97,Renovation Enthusiast,447,17
WLMRT-00457,10/31/2023,"Los Angeles, CA",Lighting,Bulbs,6,17.05,102.3,15,86.96,Professional Contractor,442,38
WLMRT-00458,7/2/2023,"Phoenix, AZ",Flooring,Carpet,3,469.82,1409.46,10,1268.51,DIY Homeowner,147,25
WLMRT-00459,3/2/2023,"Los Angeles, CA",Home Improvement,Tool Sets,3,226.72,680.16,0,680.16,Professional Contractor,162,26
WLMRT-00460,12/9/2023,"Seattle, WA",Plumbing,Shower Systems,2,177.53,355.06,5,337.31,DIY Homeowner,398,27
WLMRT-00461,9/3/2023,"Atlanta, GA",Flooring,Laminate,4,470.57,1882.28,0,1882.28,Professional Contractor,404,24
WLMRT-00462,7/1/2023,"Chicago, IL",Building Materials,Cement,7,463.27,3242.89,0,3242.89,Property Manager,434,31
WLMRT-00463,12/5/2023,"Atlanta, GA",Home Improvement,Workbenches,7,303.66,2125.62,0,2125.62,Renovation Enthusiast,415,28
WLMRT-00464,7/28/2023,"Los Angeles, CA",Appliances,Washers,2,19.38,38.76,0,38.76,Property Manager,68,21
WLMRT-00465,4/28/2023,"Houston, TX",Flooring,Laminate,6,272.61,1635.66,20,1308.53,Property Manager,22,19
WLMRT-00466,8/18/2023,"Chicago, IL",Appliances,Dishwashers,6,295.76,1774.56,0,1774.56,Property Manager,308,28
WLMRT-00467,1/29/2023,"Seattle, WA",Flooring,Laminate,1,307.36,307.36,0,307.36,Property Manager,439,13
WLMRT-00468,8/27/2023,"Seattle, WA",Plumbing,Toilets,5,402.04,2010.2,10,1809.18,Property Manager,428,26
WLMRT-00469,8/27/2023,"Phoenix, AZ",Garden Center,Outdoor Furniture,9,237.85,2140.65,5,2033.62,Renovation Enthusiast,375,26
WLMRT-00470,11/5/2023,"Phoenix, AZ",Flooring,Carpet,1,337.96,337.96,15,287.27,Professional Contractor,412,17
WLMRT-00471,3/12/2023,"Houston, TX",Appliances,Washers,2,242.73,485.46,0,485.46,Professional Contractor,403,38
WLMRT-00472,3/25/2023,"Dallas, TX",Flooring,Hardwood,9,484.2,4357.8,0,4357.8,Property Manager,416,17
WLMRT-00473,4/3/2023,"New York, NY",Lighting,Outdoor Lighting,7,189.14,1323.98,5,1257.78,Property Manager,489,42
WLMRT-00474,3/27/2023,"Houston, TX",Garden Center,Outdoor Furniture,2,177.9,355.8,20,284.64,Renovation Enthusiast,385,29
WLMRT-00475,1/31/2023,"Phoenix, AZ",Lighting,Bulbs,5,244.46,1222.3,0,1222.3,Professional Contractor,247,30
WLMRT-00476,4/22/2023,"Houston, TX",Building Materials,Drywall,7,50.31,352.17,20,281.74,Renovation Enthusiast,499,40
WLMRT-00477,3/30/2023,"Seattle, WA",Home Improvement,Hand Tools,3,495.97,1487.91,10,1339.12,DIY Homeowner,280,21
WLMRT-00478,6/16/2023,"Los Angeles, CA",Paint,Interior Paint,9,470.81,4237.29,0,4237.29,Professional Contractor,91,19
WLMRT-00479,11/28/2023,"Houston, TX",Plumbing,Faucets,3,332.46,997.38,10,897.64,DIY Homeowner,27,22
WLMRT-00480,7/15/2023,"Dallas, TX",Paint,Interior Paint,8,106.25,850,10,765,DIY Homeowner,399,25
WLMRT-00481,7/7/2023,"Chicago, IL",Garden Center,Gardening Tools,6,122.62,735.72,15,625.36,Renovation Enthusiast,342,38
WLMRT-00482,7/10/2023,"New York, NY",Building Materials,Cement,5,146.54,732.7,0,732.7,Property Manager,255,40
WLMRT-00483,4/6/2023,"Los Angeles, CA",Plumbing,Faucets,8,283.8,2270.4,0,2270.4,Professional Contractor,215,38
WLMRT-00484,9/13/2023,"Dallas, TX",Building Materials,Cement,1,367.44,367.44,5,349.07,DIY Homeowner,199,31
WLMRT-00485,10/14/2023,"New York, NY",Paint,Interior Paint,4,132.34,529.36,5,502.89,Professional Contractor,54,26
WLMRT-00486,12/3/2023,"New York, NY",Flooring,Carpet,1,281.63,281.63,0,281.63,DIY Homeowner,67,14
WLMRT-00487,4/19/2023,"Phoenix, AZ",Appliances,Washers,8,111.7,893.6,5,848.92,Professional Contractor,278,43
WLMRT-00488,7/8/2023,"Seattle, WA",Home Improvement,Tool Sets,2,382.61,765.22,0,765.22,Renovation Enthusiast,368,19
WLMRT-00489,8/9/2023,"New York, NY",Plumbing,Faucets,2,93.65,187.3,5,177.94,DIY Homeowner,121,23
WLMRT-00490,4/26/2023,"Phoenix, AZ",Plumbing,Pipes,4,259.83,1039.32,0,1039.32,Renovation Enthusiast,393,36
WLMRT-00491,11/4/2023,"Atlanta, GA",Home Improvement,Hand Tools,1,400.04,400.04,0,400.04,Renovation Enthusiast,274,38
WLMRT-00492,8/25/2023,"New York, NY",Paint,Interior Paint,9,102.68,924.12,0,924.12,Renovation Enthusiast,330,17
WLMRT-00493,12/17/2023,"Atlanta, GA",Paint,Interior Paint,5,287.23,1436.15,15,1220.73,Renovation Enthusiast,351,44
WLMRT-00494,7/11/2023,"Dallas, TX",Garden Center,Gardening Tools,8,389.87,3118.96,0,3118.96,Renovation Enthusiast,353,27
WLMRT-00495,3/4/2023,"Seattle, WA",Building Materials,Insulation,7,140.09,980.63,5,931.6,DIY Homeowner,193,44
WLMRT-00496,2/7/2023,"Phoenix, AZ",Flooring,Hardwood,3,258.1,774.3,0,774.3,Professional Contractor,308,42
WLMRT-00497,11/4/2023,"Chicago, IL",Appliances,Dishwashers,1,356.06,356.06,0,356.06,Renovation Enthusiast,92,41
WLMRT-00498,7/3/2023,"Dallas, TX",Lighting,Outdoor Lighting,1,53.6,53.6,10,48.24,Property Manager,456,18
WLMRT-00499,7/27/2023,"Chicago, IL",Plumbing,Toilets,6,40.29,241.74,0,241.74,DIY Homeowner,193,18
WLMRT-00500,5/22/2023,"Los Angeles, CA",Paint,Interior Paint,2,102.8,205.6,0,205.6,Property Manager,499,15
WLMRT-00501,12/26/2023,"Chicago, IL",Appliances,Dryers,3,154.19,462.57,5,439.44,Renovation Enthusiast,473,21
WLMRT-00502,4/15/2023,"Los Angeles, CA",Building Materials,Cement,2,429.5,859,10,773.1,Professional Contractor,480,10
WLMRT-00503,7/2/2023,"Seattle, WA",Paint,Interior Paint,6,103.4,620.4,15,527.34,Professional Contractor,158,31
WLMRT-00504,4/26/2023,"New York, NY",Flooring,Hardwood,1,67.29,67.29,0,67.29,DIY Homeowner,259,21
WLMRT-00505,10/4/2023,"Seattle, WA",Lighting,Ceiling Fans,5,184.01,920.05,0,920.05,Renovation Enthusiast,312,29
WLMRT-00506,1/18/2023,"Los Angeles, CA",Flooring,Carpet,3,287.64,862.92,5,819.77,Renovation Enthusiast,49,16
WLMRT-00507,7/19/2023,"Phoenix, AZ",Home Improvement,Tool Sets,5,58.38,291.9,0,291.9,DIY Homeowner,65,44
WLMRT-00508,3/14/2023,"Dallas, TX",Garden Center,Landscaping Supplies,2,372.04,744.08,5,706.88,Property Manager,276,34
WLMRT-00509,3/31/2023,"Los Angeles, CA",Flooring,Tile,8,155.22,1241.76,0,1241.76,DIY Homeowner,229,36
WLMRT-00510,8/11/2023,"Chicago, IL",Home Improvement,Power Tools,8,180.28,1442.24,0,1442.24,Renovation Enthusiast,354,18
WLMRT-00511,10/5/2023,"Seattle, WA",Home Improvement,Power Tools,1,133.9,133.9,5,127.2,Renovation Enthusiast,435,27
WLMRT-00512,1/22/2023,"New York, NY",Paint,Primers,8,87.57,700.56,0,700.56,DIY Homeowner,99,19
WLMRT-00513,12/3/2023,"Seattle, WA",Home Improvement,Hand Tools,6,287.19,1723.14,0,1723.14,Professional Contractor,454,21
WLMRT-00514,10/10/2023,"Los Angeles, CA",Lighting,Ceiling Fans,5,110.08,550.4,0,550.4,Property Manager,479,29
WLMRT-00515,1/26/2023,"Phoenix, AZ",Home Improvement,Power Tools,4,132.39,529.56,5,503.08,Renovation Enthusiast,155,10
WLMRT-00516,1/14/2023,"New York, NY",Home Improvement,Power Tools,7,214.66,1502.62,0,1502.62,Renovation Enthusiast,72,41
WLMRT-00517,4/10/2023,"Dallas, TX",Home Improvement,Workbenches,8,166.63,1333.04,0,1333.04,DIY Homeowner,372,7
WLMRT-00518,6/13/2023,"Los Angeles, CA",Building Materials,Drywall,5,44.35,221.75,0,221.75,Renovation Enthusiast,305,22
WLMRT-00519,7/9/2023,"Houston, TX",Flooring,Hardwood,2,282.95,565.9,0,565.9,Professional Contractor,280,37
WLMRT-00520,2/14/2023,"Chicago, IL",Home Improvement,Workbenches,7,467.81,3274.67,0,3274.67,Renovation Enthusiast,134,22
WLMRT-00521,8/18/2023,"Chicago, IL",Building Materials,Drywall,5,392.67,1963.35,5,1865.18,Renovation Enthusiast,180,29
WLMRT-00522,5/2/2023,"Los Angeles, CA",Garden Center,Gardening Tools,4,386.38,1545.52,0,1545.52,Professional Contractor,155,21
WLMRT-00523,4/6/2023,"Atlanta, GA",Plumbing,Pipes,4,115.45,461.8,0,461.8,Property Manager,332,17
WLMRT-00524,4/6/2023,"Houston, TX",Building Materials,Insulation,4,124.61,498.44,0,498.44,Renovation Enthusiast,223,12
WLMRT-00525,7/12/2023,"Houston, TX",Building Materials,Drywall,7,140.3,982.1,5,933,Renovation Enthusiast,402,18
WLMRT-00526,8/13/2023,"Chicago, IL",Paint,Interior Paint,9,107.07,963.63,5,915.45,Professional Contractor,184,11
WLMRT-00527,9/13/2023,"Phoenix, AZ",Paint,Exterior Paint,9,88.51,796.59,0,796.59,DIY Homeowner,34,16
WLMRT-00528,11/10/2023,"New York, NY",Lighting,Bulbs,9,35.67,321.03,5,304.98,Renovation Enthusiast,235,16
WLMRT-00529,1/11/2023,"Los Angeles, CA",Building Materials,Lumber,6,487.6,2925.6,0,2925.6,Renovation Enthusiast,391,8
WLMRT-00530,10/25/2023,"Chicago, IL",Flooring,Laminate,1,14.75,14.75,0,14.75,Renovation Enthusiast,355,22
WLMRT-00531,12/30/2023,"Dallas, TX",Lighting,Bulbs,4,487.16,1948.64,0,1948.64,Professional Contractor,420,33
WLMRT-00532,3/13/2023,"Phoenix, AZ",Paint,Primers,7,279.44,1956.08,0,1956.08,Property Manager,150,23
WLMRT-00533,10/19/2023,"Los Angeles, CA",Paint,Paint Supplies,5,54.06,270.3,0,270.3,Property Manager,358,18
WLMRT-00534,5/31/2023,"Seattle, WA",Garden Center,Gardening Tools,7,35.13,245.91,5,233.61,Property Manager,294,9
WLMRT-00535,10/2/2023,"Los Angeles, CA",Paint,Exterior Paint,5,404.66,2023.3,15,1719.8,Renovation Enthusiast,294,26
WLMRT-00536,11/15/2023,"Houston, TX",Home Improvement,Hand Tools,6,71.53,429.18,0,429.18,Professional Contractor,365,36
WLMRT-00537,2/3/2023,"Los Angeles, CA",Garden Center,Outdoor Furniture,6,137.32,823.92,0,823.92,Professional Contractor,376,42
WLMRT-00538,2/7/2023,"New York, NY",Home Improvement,Workbenches,9,79.14,712.26,10,641.03,Property Manager,347,11
WLMRT-00539,5/6/2023,"Dallas, TX",Flooring,Hardwood,6,338.92,2033.52,20,1626.82,DIY Homeowner,86,15
WLMRT-00540,5/15/2023,"Houston, TX",Appliances,Dryers,3,293.13,879.39,5,835.42,DIY Homeowner,104,38
WLMRT-00541,5/18/2023,"Chicago, IL",Appliances,Washers,8,286.47,2291.76,5,2177.17,Property Manager,432,37
WLMRT-00542,5/9/2023,"Dallas, TX",Building Materials,Insulation,5,391.96,1959.8,0,1959.8,Professional Contractor,405,37
WLMRT-00543,12/14/2023,"Seattle, WA",Home Improvement,Power Tools,5,385.03,1925.15,5,1828.89,Professional Contractor,269,25
WLMRT-00544,10/23/2023,"Chicago, IL",Appliances,Dryers,3,168.92,506.76,10,456.08,Professional Contractor,191,8
WLMRT-00545,11/12/2023,"New York, NY",Home Improvement,Hand Tools,4,145.2,580.8,0,580.8,DIY Homeowner,275,39
WLMRT-00546,12/27/2023,"New York, NY",Garden Center,Gardening Tools,5,328.71,1643.55,5,1561.37,DIY Homeowner,477,33
WLMRT-00547,6/11/2023,"Seattle, WA",Home Improvement,Hand Tools,9,465.14,4186.26,0,4186.26,Property Manager,355,15
WLMRT-00548,8/14/2023,"Seattle, WA",Appliances,Dishwashers,7,319.37,2235.59,5,2123.81,DIY Homeowner,173,30
WLMRT-00549,6/8/2023,"Atlanta, GA",Lighting,Light Fixtures,2,34.7,69.4,0,69.4,Property Manager,349,30
WLMRT-00550,4/20/2023,"New York, NY",Garden Center,Plants,2,72.47,144.94,15,123.2,Professional Contractor,341,28
WLMRT-00551,2/5/2023,"Los Angeles, CA",Plumbing,Toilets,6,267.48,1604.88,20,1283.9,Property Manager,449,31
WLMRT-00552,6/13/2023,"Houston, TX",Plumbing,Faucets,6,154.95,929.7,5,883.22,Property Manager,409,11
WLMRT-00553,4/14/2023,"Dallas, TX",Flooring,Laminate,7,17.96,125.72,5,119.43,Professional Contractor,346,29
WLMRT-00554,7/18/2023,"New York, NY",Lighting,Outdoor Lighting,1,417.44,417.44,0,417.44,Renovation Enthusiast,270,33
WLMRT-00555,4/14/2023,"Seattle, WA",Flooring,Tile,1,16.68,16.68,0,16.68,Renovation Enthusiast,92,29
WLMRT-00556,9/8/2023,"Houston, TX",Plumbing,Shower Systems,5,262.09,1310.45,10,1179.4,Professional Contractor,104,28
WLMRT-00557,11/21/2023,"Houston, TX",Appliances,Dryers,9,201.05,1809.45,0,1809.45,DIY Homeowner,352,38
WLMRT-00558,2/23/2023,"Seattle, WA",Building Materials,Insulation,6,438.07,2628.42,10,2365.58,Renovation Enthusiast,460,7
WLMRT-00559,4/21/2023,"Atlanta, GA",Paint,Interior Paint,2,339.53,679.06,0,679.06,Professional Contractor,121,39
WLMRT-00560,6/12/2023,"Los Angeles, CA",Building Materials,Insulation,4,353.3,1413.2,10,1271.88,DIY Homeowner,252,25
WLMRT-00561,6/22/2023,"Dallas, TX",Lighting,Ceiling Fans,9,149.43,1344.87,0,1344.87,Property Manager,374,28
WLMRT-00562,7/19/2023,"Chicago, IL",Building Materials,Drywall,3,244.46,733.38,0,733.38,Renovation Enthusiast,146,26
WLMRT-00563,8/28/2023,"Phoenix, AZ",Plumbing,Shower Systems,7,124.53,871.71,0,871.71,Professional Contractor,20,44
WLMRT-00564,10/2/2023,"Seattle, WA",Appliances,Washers,4,160.81,643.24,0,643.24,Professional Contractor,364,14
WLMRT-00565,9/20/2023,"Dallas, TX",Building Materials,Insulation,4,103.07,412.28,5,391.67,Professional Contractor,149,43
WLMRT-00566,3/29/2023,"Seattle, WA",Lighting,Ceiling Fans,9,418.27,3764.43,0,3764.43,Professional Contractor,127,10
WLMRT-00567,11/1/2023,"Phoenix, AZ",Building Materials,Drywall,6,279.73,1678.38,0,1678.38,DIY Homeowner,37,32
WLMRT-00568,1/29/2023,"Dallas, TX",Home Improvement,Power Tools,4,91.37,365.48,5,347.21,Renovation Enthusiast,282,9
WLMRT-00569,4/3/2023,"Los Angeles, CA",Plumbing,Shower Systems,8,493.04,3944.32,0,3944.32,Professional Contractor,56,44
WLMRT-00570,8/5/2023,"Chicago, IL",Plumbing,Shower Systems,6,76.32,457.92,0,457.92,DIY Homeowner,147,13
WLMRT-00571,11/2/2023,"New York, NY",Plumbing,Shower Systems,4,155.71,622.84,0,622.84,Property Manager,427,10
WLMRT-00572,8/6/2023,"Houston, TX",Home Improvement,Power Tools,7,301.66,2111.62,0,2111.62,DIY Homeowner,17,30
WLMRT-00573,9/1/2023,"Dallas, TX",Building Materials,Insulation,9,204.19,1837.71,10,1653.94,Property Manager,364,37
WLMRT-00574,1/17/2023,"Phoenix, AZ",Flooring,Carpet,7,256.22,1793.54,0,1793.54,Professional Contractor,212,8
WLMRT-00575,8/10/2023,"Houston, TX",Flooring,Laminate,5,105.65,528.25,0,528.25,DIY Homeowner,451,32
WLMRT-00576,8/25/2023,"New York, NY",Paint,Exterior Paint,8,402.83,3222.64,0,3222.64,Renovation Enthusiast,104,43
WLMRT-00577,2/2/2023,"Chicago, IL",Lighting,Ceiling Fans,6,312.79,1876.74,20,1501.39,Renovation Enthusiast,414,18
WLMRT-00578,6/10/2023,"Dallas, TX",Paint,Exterior Paint,5,225.53,1127.65,0,1127.65,Property Manager,181,24
WLMRT-00579,6/20/2023,"Chicago, IL",Building Materials,Cement,6,116,696,10,626.4,DIY Homeowner,104,17
WLMRT-00580,7/29/2023,"Houston, TX",Flooring,Hardwood,2,401.89,803.78,0,803.78,Professional Contractor,392,12
WLMRT-00581,7/4/2023,"Los Angeles, CA",Appliances,Dryers,7,306.49,2145.43,0,2145.43,Property Manager,442,15
WLMRT-00582,5/30/2023,"Seattle, WA",Appliances,Refrigerators,7,395.99,2771.93,0,2771.93,DIY Homeowner,339,21
WLMRT-00583,5/3/2023,"Phoenix, AZ",Paint,Primers,3,373.72,1121.16,0,1121.16,DIY Homeowner,15,18
WLMRT-00584,3/18/2023,"Los Angeles, CA",Paint,Primers,3,197.56,592.68,0,592.68,Renovation Enthusiast,184,10
WLMRT-00585,2/14/2023,"Seattle, WA",Building Materials,Insulation,3,440.24,1320.72,0,1320.72,Property Manager,336,21
WLMRT-00586,8/14/2023,"Atlanta, GA",Paint,Exterior Paint,8,267.2,2137.6,0,2137.6,Property Manager,217,14
WLMRT-00587,11/2/2023,"Houston, TX",Plumbing,Pipes,1,400.28,400.28,0,400.28,Professional Contractor,434,42
WLMRT-00588,6/20/2023,"New York, NY",Home Improvement,Tool Sets,5,475,2375,15,2018.75,Professional Contractor,52,20
WLMRT-00589,11/11/2023,"Houston, TX",Flooring,Tile,9,37.15,334.35,0,334.35,Property Manager,120,15
WLMRT-00590,8/8/2023,"Atlanta, GA",Plumbing,Toilets,9,58.23,524.07,20,419.26,Renovation Enthusiast,15,22
WLMRT-00591,4/4/2023,"Los Angeles, CA",Plumbing,Pipes,5,57.51,287.55,5,273.17,Professional Contractor,347,8
WLMRT-00592,10/28/2023,"Chicago, IL",Appliances,Dryers,2,317.6,635.2,5,603.44,Renovation Enthusiast,44,32
WLMRT-00593,2/14/2023,"Houston, TX",Lighting,Outdoor Lighting,9,319.05,2871.45,20,2297.16,Renovation Enthusiast,160,25
WLMRT-00594,8/8/2023,"Houston, TX",Appliances,Dishwashers,1,417.98,417.98,0,417.98,Renovation Enthusiast,135,43
WLMRT-00595,4/8/2023,"Phoenix, AZ",Appliances,Dryers,8,278.81,2230.48,5,2118.96,DIY Homeowner,319,28
WLMRT-00596,6/22/2023,"New York, NY",Plumbing,Toilets,7,475.14,3325.98,0,3325.98,DIY Homeowner,94,31
WLMRT-00597,5/14/2023,"Phoenix, AZ",Home Improvement,Tool Sets,7,247.06,1729.42,0,1729.42,Renovation Enthusiast,86,24
WLMRT-00598,8/13/2023,"Los Angeles, CA",Paint,Interior Paint,7,281.2,1968.4,0,1968.4,DIY Homeowner,97,13
WLMRT-00599,12/6/2023,"Dallas, TX",Appliances,Washers,9,374.92,3374.28,5,3205.57,DIY Homeowner,99,19
WLMRT-00600,5/28/2023,"Los Angeles, CA",Home Improvement,Hand Tools,5,39.86,199.3,0,199.3,Property Manager,34,12
WLMRT-00601,2/7/2023,"New York, NY",Building Materials,Lumber,2,471.32,942.64,0,942.64,Renovation Enthusiast,234,30
WLMRT-00602,8/29/2023,"Houston, TX",Building Materials,Lumber,8,265.47,2123.76,5,2017.57,Professional Contractor,162,40
WLMRT-00603,8/14/2023,"Los Angeles, CA",Home Improvement,Tool Sets,7,220.54,1543.78,0,1543.78,Property Manager,338,7
WLMRT-00604,12/2/2023,"Houston, TX",Appliances,Dishwashers,7,198.52,1389.64,0,1389.64,DIY Homeowner,143,27
WLMRT-00605,12/18/2023,"Atlanta, GA",Appliances,Dishwashers,7,364.31,2550.17,0,2550.17,Professional Contractor,253,24
WLMRT-00606,9/1/2023,"Los Angeles, CA",Flooring,Hardwood,4,328.2,1312.8,0,1312.8,DIY Homeowner,163,10
WLMRT-00607,5/23/2023,"Dallas, TX",Home Improvement,Power Tools,4,356.44,1425.76,0,1425.76,DIY Homeowner,155,8
WLMRT-00608,9/17/2023,"Chicago, IL",Garden Center,Plants,9,441.08,3969.72,0,3969.72,Property Manager,265,15
WLMRT-00609,9/24/2023,"Dallas, TX",Lighting,Ceiling Fans,4,255.03,1020.12,0,1020.12,Property Manager,82,13
WLMRT-00610,11/8/2023,"Houston, TX",Appliances,Dryers,7,488.51,3419.57,0,3419.57,Renovation Enthusiast,166,20
WLMRT-00611,7/16/2023,"Phoenix, AZ",Appliances,Dryers,9,84.42,759.78,0,759.78,Property Manager,218,8
WLMRT-00612,5/2/2023,"Phoenix, AZ",Home Improvement,Workbenches,7,257.18,1800.26,0,1800.26,Professional Contractor,84,26
WLMRT-00613,8/2/2023,"Dallas, TX",Plumbing,Toilets,3,266.47,799.41,5,759.44,Professional Contractor,225,10
WLMRT-00614,2/4/2023,"Phoenix, AZ",Paint,Exterior Paint,1,332.28,332.28,0,332.28,Property Manager,476,31
WLMRT-00615,8/20/2023,"Dallas, TX",Plumbing,Toilets,2,165.3,330.6,0,330.6,Property Manager,282,19
WLMRT-00616,1/10/2023,"Chicago, IL",Paint,Paint Supplies,9,456.79,4111.11,15,3494.44,Professional Contractor,294,31
WLMRT-00617,6/23/2023,"Seattle, WA",Paint,Primers,3,159.96,479.88,10,431.89,Property Manager,175,20
WLMRT-00618,6/25/2023,"Los Angeles, CA",Building Materials,Drywall,8,125.46,1003.68,10,903.31,Renovation Enthusiast,285,38
WLMRT-00619,11/23/2023,"Atlanta, GA",Lighting,Ceiling Fans,1,302.94,302.94,5,287.79,Property Manager,205,41
WLMRT-00620,9/3/2023,"Los Angeles, CA",Building Materials,Cement,7,361.56,2530.92,0,2530.92,Renovation Enthusiast,464,29
WLMRT-00621,11/27/2023,"Chicago, IL",Home Improvement,Power Tools,1,102.71,102.71,0,102.71,Property Manager,196,23
WLMRT-00622,2/17/2023,"Seattle, WA",Building Materials,Insulation,4,467.59,1870.36,10,1683.32,Renovation Enthusiast,456,37
WLMRT-00623,1/24/2023,"Houston, TX",Paint,Primers,2,209.81,419.62,0,419.62,Professional Contractor,88,12
WLMRT-00624,2/19/2023,"Houston, TX",Building Materials,Insulation,8,350.64,2805.12,15,2384.35,Professional Contractor,370,40
WLMRT-00625,12/18/2023,"Los Angeles, CA",Plumbing,Toilets,4,276.69,1106.76,0,1106.76,DIY Homeowner,88,20
